stik KF
A18	B6-36-15
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
12N	KF-B5
13N	KF-H14
15N	KF-J13
end

kort	C5-13	0223	Betingelsesafkodning
1	H19-AA
2	KF-J7
3					x
4	H19-Z
5	KF-J8
6	C4-14-4		C5-12-6
7	H19-Y
8	KF-H8
9	C4-13-5				x
10	H19-X
11	A4-3-3		KF-K7
12					x
13	H19-W
14	KF-J9
15	C5-12-15
1N	H19-V
2N	KF-G7
3N					x
4N	H19-U
5N	KF-H7
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
12N	KF-C6
13N	KF-F14
15N	KF-H18
end

kort	C5-14	0223	Betingelsesafkodning
1	H19-JJ
2	KF-J10
3					x
4	H19-HH
5	KF-K6
6	C4-13-3				x
7	H19-FF
8	KF-G8
9					x
10	H19-EE
11	KF-G9
12					x
13	H19-DD
14	KF-H5
15	C6-3-12N			x
1N	H19-CC
2N	KF-G10
3N					x
4N	H19-BB
5N	KF-F9
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
end

kort	C5-15	0223	Betingelsesafkodning
1	H20-C
2	KF-H2
3	C4-14-6				x
4	H20-B
5	KF-H4
6					x
7	H20-A
8	KF-F3
9					x
10	H19-NN
11	KF-K4
12					x
13	H19-MM
14	KF-K3
15					x
1N	H19-LL
2N	KF-F6
3N	C4-14-3				x
4N	H19-KK
5N	KF-H9
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
end

kort	C5-16	0223	Betingelsesafkodning
1	H20-L
2	KF-F5
3	C4-15-4				x
4	H20-K
5	KF-G3
6					x
7	H20-J
8	KF-H11
9					x
10	H20-H
11	KF-K8
12	C4-16-4				x
13	H20-F
14	KF-K9
15					x
1N	H20-E
2N	C5-20-2N
3N					x
4N	H20-D
5N	KF-G2
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
end

kort	C5-17	0223	Betingelsesafkodning
1	H20-U
2	KF-K2
3					x
4	H20-T
5	KF-G6
6					x
7	H20-S
8	KF-J3
9					x
10	H20-R
11	KF-H3
12					x
13	H20-P
14	KF-G5
15					x
1N	H20-N
2N	KF-H1
3N	C4-12-4				x
4N	H20-M
5N	KF-H6
6N	C4-13-6				x
7N					x
8N					x
9N					x
10N					x
11N					x
12N	KF-J6
end

kort	C5-18	0223	Betingelsesafkodning
1	H20-BB
2	KF-G11
3					x
4	H20-AA
5	KF-J1
6					x
7	H20-Z
8	KF-F8
9					x
10	H20-Y
11	KF-J5
12					x
13	H20-X
14	KF-F12
15					x
1N	H20-W
2N	KF-J11
3N					x
4N	H20-V
5N	KF-F4
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
12N	KF-J2
end

kort	C5-19	0223	Betingelsesafkodning
1	H20-KK
2	
4	H20-JJ
5	KF-H17
6					x
7	H20-HH
8	KF-G4
9					x
10	H20-FF
11	KF-F2
12					x
13	H20-EE
14	KF-F1
15					x
1N	H20-DD
2N	KF-K1
3N					x
4N	H20-CC
5N	KF-J4
6N					x
7N					x
8N					x
9N					x
10N					x
11N					x
15N	KF-H10
end

kort	C5-20	0223	Betingelsesafkodning
1	H21-D
2	KF-D16
3	C4-3-3
4	H21-C
5	A5-15-4N
6	C5-20-9
7	H21-B
8	KF-F13
9	C5-20-6				x
10	H21-A
11	KF-H13
12					x
13	H20-NN
14	KF-G14
15					x
1N	H20-MM
2N	KF-F11		C5-16-2N
3N					x
4N	H20-LL
5N	KF-K5
6N					x
7N	C5-21-5				x
8N	C5-21-7N			x
9N					x
10N	C5-21-9N			x
11N					x
15N	KF-G1
end

kort	C5-21	0200-4	Kanalblokering
2	C5-22-12N
3	C5-23-11N
4	C6-22-7
5	-7.5V		C5-20-7N
6	C5-21-9N	C5-22-14N
8	C3-14-15
9	STEL
13	C3-20-14
14	C3-20-13	C5-21-5N
15	OMSK-21-15
1N	OMSK-21-1N
5N	C5-21-14
6N	C6-23-9
7N	C5-22-15N	C5-20-8N
8N	C5-22-15
9N	C5-21-6		C5-20-10N
11N	C3-24-1N
15N	C6-22-9
end

kort	C5-22	0257 Læseforstærker
1	TRC-P-1
3	TRC-N-1
5	TRC-G-1		STEL		x
6					x
7					x
15	C5-21-8N			x
4N	STEL				x
6N	C6-24-6
7N	C4-25-15
11N	C6-24-8
12N	C5-21-2
14N	C5-21-6				x
15N	C5-21-7N			x
end

kort	C5-23	0257 Læseforstærker
1	TRC-P-2
3	TRC-N-2
5	TRC-G-2				x
6	STEL				x
7					x
15					x
4N					x
6N	C4-25-4
7N	C6-23-15
8N	C3-15-8
11N	C6-24-2		C5-21-3
12N	C4-25-11N
13N	C6-25-2
14N					x
15N					x
end

kort	C5-24	0257 Læseforstærker
1	TRC-P-3
3	TRC-N-3
5	TRC-G-3				x
6					x
7	STEL				x
15					x
4N					x
6N	C6-25-10
11N	C6-25-9
14N					x
15N					x
end

kort	C5-25	0257-1 Læseforstærker
1	C4-24-9N
3	C4-24-15N
5					x
6					x
7					x
8	C4-25-8N
15	+10.5V				x
2N	C4-25-7
4N	STEL				x
6N	C6-21-14
11N	C6-21-15
14N	-1.5V				x
15N	-13.5V				x
end
tværtråd	C6
8N	3-1
end

kort	C6-1	0209-2	Mode 1 og 2
1	C6-2-13N	C6-2-1
2	-4.5V		C6-2-2
3	C6-7-7N		B1-30-14N
4	C6-7-10N
5	H15-K
6	STEL
7	C6-7-6		B1-29-6N
8	C6-1-12
9	C4-1-6N
10	B1-28-14
11	C2-8-1		C6-3-1N
12	C6-2-11N	C6-1-8
13	KB6-V
14	H9-M
15	H9-K
1N	C6-2-3		C6-2-7N
2N	-3.0V		C6-2-2N
3N	H9-F
4N	H9-J
5N	+4.5V		C6-2-5N
6N	KB6-W
7N	C6-2-1N
8N					x
9N	C6-2-1N
10N	C6-3-5N
11N	C6-2-12
12N	+10.5V		C6-2-12N
13N	-13.5V		C6-2-13N
14N	-7.5V		C6-2-14N
15N	-31.5V		C6-2-15N
end

kort	C6-2	0209-3	Mode 3 og 4
1	C6-3-7		C6-1-1
2	C6-2-9		C6-1-2
3	C6-1-1N
5	H15-N
7	H15-A
8	C6-2-12
9	C6-2-2		C6-7-2
10	C6-3-3N
12	C6-1-11N	C6-2-8
13	KB6-Y
14	H9-S
15	H9-P
1N	C6-1-9N		C6-1-7N
2N	C6-5-2N		C6-1-2N
3N	H9-L
4N	H9-N
5N	C6-5-5N		C6-1-5N
6N	KB6-X
7N	C6-1-1N
8N	STEL				x
10N	C6-3-4N
11N	C6-1-12
12N	C6-3-7N		C6-1-12N
13N	C6-1-1		C6-1-13N
14N	C6-3-9N		C6-1-14N
15N	C6-5-15N	C6-1-15N
end

kort	C6-3	0200-7	Mode betingelse og h
1	C6-7-6N		C6-4-6N
2	KB6-AA
3	C1-3-4
4	C1-3-3
5	C6-3-10
6	C6-3-11
7	C6-4-8N		C6-2-1
8	C6-5-12N	C6-3-7N
9	STEL
10	C6-3-5
11	C6-3-6
12	KF-C16
13	H22-W
15	C5-9-12
1N	C6-5-7N		C6-1-11
2N	C6-3-5N
3N	C6-2-10
4N	C6-2-10N
5N	C6-3-2N		C6-1-10N
7N	C6-3-8		C6-2-12N
8N					x
9N	C6-4-7N		C6-2-14N
10N	C5-8-6N
11N	C5-9-6N
12N	C5-14-15
13N	C5-6-3N
14N	C6-6-15N
15N	C6-6-4N		C6-7-13N
end

kort	C6-4	0223-1	Betingelsesafkodning
1	H14-KK
2	B1-30-14	C6-4-5
3	C6-22-6N
4	H14-JJ
5	C6-4-2
6	C6-22-8
7	H14-LL
10	H14-MM
13	H14-NN
4N	B1-28-12
6N	C6-3-1
7N	C6-5-13N	C6-3-9N
8N	C6-5-14N	C6-3-7
10N	-1.5V
end

kort	C6-5	0209-4	b+c
1	C6-5-12N	C6-7-12N
2	A6-2-4
3	C6-7-10N
5	C6-22-10
9	STEL
10	C5-5-9N
12	C6-7-8		C6-5-7N
13	A1-23-5
14	H13-MM
15	H13-NN
1N	C6-22-2N
2N	C6-2-2N		C6-7-2N
3N	H13-LL
4N	H13-JJ
5N	C6-2-5N
6N	A1-23-4
7N	C6-5-12		C6-3-1N
8N	STEL
10N	C5-5-11N
12N	C6-3-8		C6-5-1
13N	C6-6-3N		C6-4-7N
14N	C6-6-4N		C6-4-8N
15N	C6-6-1N		C6-2-15N
end

kort	C6-6	0222-5	Mode 2 Holdekreds
11	C4-7-5
13	C4-6-6N
1N	C6-5-15N	C6-7-15N
3N	C6-5-13N	C6-7-14N
4N	C6-3-15N	C6-5-14N
13N	C4-7-13
15N	C6-3-14N
end

kort	C6-7	0209-6	Mode 5 og HP fl.fl
1	C6-7-12
2	C6-2-9
5	H15-AA
6	C6-1-7
8	C6-5-12		C6-22-12
9	C6-7-12N
11	B1-26-15
12	C6-7-13N	C6-7-1
2N	C6-5-2N
4N	A2-1-6
6N	C6-3-1
7N	C6-1-3
8N	STEL
9N			C2-6-15N
10N	C6-5-3		C6-1-4
11N	A2-1-5
12N	C6-5-1		C6-7-9
13N	C6-3-15N	C6-7-12
14N	C6-6-3N
15N	C6-6-1N
end

kort	C6-21	0205-4	Linie 42, blok Gm-Tk
1	C6-22-11N
3	C6-22-14N
4	C6-22-15N
5	C6-23-7
6	A1-24-5
7	C1-15-11N
10	STEL
12	C6-25-14N
14	C5-25-6N
15	C5-25-11N
1N	C6-23-2N
3N	C6-22-10N
5N	C6-25-3
9N	C6-25-15N
10N	C6-22-8N
11N	C6-22-13N
13N	C6-25-2
end

kort	C6-22	0264	læs-skriv
1	-31.5V
3	C3-21-15
4	C3-21-14
5	C4-25-1
6	C3-5-13
7	C5-21-4
8	C6-4-6
9	C5-21-15N
10	C6-5-5
11	C4-3-6
12	C6-7-8		C6-23-3N
14	C3-5-10
15	C6-24-5
1N	C3-15-9N
2N	C6-5-1N
3N	C4-3-5
4N	C6-24-9N
5N	C4-25-6N
6N	C6-4-3
7N	C6-23-1N
8N	C6-23-10	C6-21-10N
9N	C6-23-5
10N	C6-25-8		C6-21-3N
11N	C6-21-1		C3-25-2
12N	STEL
13N	C6-23-3		C6-21-11N
14N	C6-23-1		C6-21-3
15N	C6-23-2		C6-21-4
end

kort	C6-23	0263	Paritetsfejl
1	C6-24-5N	C6-22-14N
2	C6-24-4		C6-22-15N
3	C6-24-7		C6-22-13N
4	STEL
5	C6-22-9N	C6-24-3
7	C6-24-6N	C6-21-5
9	C3-15-14	C5-21-6N
10	C6-24-4N	C6-22-8N
12	C6-25-5
15	C5-23-7N
1N	C6-22-7N
2N	C6-21-1N	C6-24-1
3N	C6-22-12	C3-25-12
4N	C6-24-10N
5N	KB5-L		KB12-FF
13N	STEL
15N	OMSK-23-15N
end

kort	C6-24	0261	TOT-NP-ETP, SL og blok skriv
1	C6-23-2N
2	C5-23-11N
3	C6-23-5
4	C6-24-12N	C6-23-2
5	C6-22-15
6	C5-22-6N
7	C6-25-1		C6-23-3
8	C5-22-11N
9	STEL
14	STEL
15	STEL
2N	C3-15-7N
3N	C3-15-3N
4N	C6-25-6		C6-23-10
5N	C6-25-6N	C6-23-1
6N	C6-25-5N	C6-23-7
9N	C6-22-4N
10N	C6-23-4N
11N	C3-15-4N
12N	C6-25-8N	C6-24-4
end

kort	C6-25	0262	TI42 og Skr TP
1	-1.5V		C6-24-7
2	C6-21-13N	C5-23-13N
3	C6-21-5N
4	B5-50-14N
5	C6-23-12
6	+1.5V		C6-24-4N
7	C3-25-14
8	-3.0V		C6-22-10N
9	C5-24-11N
10	C5-24-6N
13	STEL
14	A6-6-12N
2N	C4-25-10N
4N	B5-50-13N
5N	-7.5V		C6-24-6N
6N	-13.5V		C6-24-5N
8N	+10.5V		C6-24-12N
12N	STEL
14N	+4.5V		C6-21-12
15N	C6-21-9N
end
netnames
A4-5-8		L-00
A4-6-8		L-0
A4-7-8		L-1
A4-8-8		L-2
A4-9-8		L-3
A4-10-8		L-4
A4-11-8		L-5
A4-12-8		L-6
A4-13-8		L-7
A4-14-8		L-8
A4-15-8		L-9
A4-16-8		L-10
A4-17-8		L-11
A4-18-8		L-12
A4-19-8		L-13
A4-20-8		L-14
A4-21-8		L-15
A4-22-8		L-16
A4-23-8		L-17
A4-24-8		L-18
A4-25-8		L-19
B3-29-8		L-20
B3-30-8		L-21
B3-31-8		L-22
B3-32-8		L-23
B3-33-8		L-24
B3-34-8		L-25
B3-35-8		L-26
B3-36-8		L-27
B3-37-8		L-28
B3-38-8		L-29
B3-39-8		L-30
B3-40-8		L-31
B3-41-8		L-32
B3-42-8		L-33
B3-43-8		L-34
B3-44-8		L-35
B3-45-8		L-36
B3-46-8		L-37
B3-47-8		L-38
B3-48-8		L-39
C2-18-8		_BL2
C2-18-10	_BL9
C2-18-11	_BL8
C2-18-12	_BL7
C2-18-13	_BL6
C2-18-14	_BL5
C2-18-15	_BL4
C2-18-1N	_BL3
A6-1-2		GmBL
A6-2-5		Gmj
A6-1-6		GmBY
C2-17-15	0->BL
C2-4-4		jsy
C1-5-5		GsBL
C1-5-7		GsBY
C1-5-6		GsBS
A6-1-4		GmBS
A6-2-2		GmTK
A6-2-3		GmI
C1-11-12N	Tk-5
C1-11-13N	Tk-_5
C1-10-12N	Tk-4
C1-10-13N	Tk-_4
C1-9-12N	Tk-3
C1-9-13N	Tk-_3
C1-8-12N	Tk-2
C1-8-13N	Tk-_2
C1-7-12N	Tk-1
C1-7-13N	Tk-_1
C5-25-1		Læs.str.a
C5-25-3		Læs.str.b
C5-25-8		LF_åbning
B5-28-2		GmOR[20-26+40-41]
B5-28-3		GmOR[27-29]
B5-28-4		GmOR[30-39]
B5-28-5		GmTi[20-29]
B5-28-6		GmTi[30-41]
B4-26-2		GsOR[20-29]
B4-26-3		GsOR[30-41]
B4-26-4		GsTi[20-29]
B4-26-5		GsTi[30-41]
B4-26-6		Gs_add
B4-26-7		Gs_sub
KB7-10		1_stille_alle
B5-34-5		OR1
B5-34-6		_OR1
B5-33-5		OR2
B5-33-6		_OR2
B5-32-5		OR3
B5-32-6		_OR3
B5-31-5		OR4
B5-31-6		_OR4
B5-30-5		OR5
B5-30-6		_OR5
B5-29-5		OR6
B5-29-6		_OR6
C3-25-9N	Skift_TI0-9
C3-25-10N	Skift_TI10-19
C3-25-11N	Skift_TI20-29
C3-25-12N	Skift_TI30-41
KB12-Z		+50V
C4-25-12N	-19.5V
end
gier
# Gier Teknisk Beskrivelse Ex. 22 bind 5
COL	A 1
SLOT	1	DM160	Lampeplade
SLOT	2-13	0209	MA flip-flop
SLOT	14-17	0206	Valg af adresse register
SLOT	18	0214-3	Klokpulsforstærkere
SLOT	19-22	0209-1	MA B flip-flop
SLOT	23	DM160	Lampeplade
SLOT	24	0261-1	Klipper, SL" og Gs stop B bagkant
SLOT	25	0258	VAB, SLB fl-fl FLF
COL	A 2
SLOT	1	0209-1	Step
SLOT	2-3	0274	Halvadder med husker
SLOT	4	0200-16	Standardinvertere
SLOT	5	0229	Linie 00, blok tælling, fejlind i MA, spild fl.fl.
SLOT	6-15	0216A	SR-AD1-TAD
SLOT	16-24	0212	AD2-TD-OT
SLOT	25	0212-1	AD2-TD-OT
COL	A 3
SLOT	1-4	0211	Gm
SLOT	5-6	0205-2	LI og H
SLOT	7-25	0205	LI og H
COL	A 4
SLOT	1	0215	Halvadder, logik mm.
SLOT	2	0214-7	Standard forstærkere
SLOT	3	0214-4	Standard forstærkere
SLOT	4	0213	Ind og udgange
SLOT	5-10	0201	Adder
SLOT	11	0201-1	Adder
SLOT	12-15	0201	Adder
SLOT	16	0201-1	Adder
SLOT	17-20	0201	Adder
SLOT	21	0201-1	Adder
SLOT	22-25	0201	Adder
COL	A 5
SLOT	1-4	0210	Gs Generator
SLOT	5	0202-21	AC-MD-MQ
SLOT	6	0202-23	AC-MD-MQ
SLOT	7-14	0202-22	AC-MD-MQ
SLOT	15-17	0202-24	AC-MD-MQ
SLOT	18-25	0202-22	AC-MD-MQ
COL	A 6
SLOT	1-5	0211	Gm
SLOT	6-25	0224-1	O-OR-TI
# Gier Teknisk Beskrivelse Ex. 22 bind 6
COL	B 1
SLOT	26	0244	Start-Stop
SLOT	27	0249	Osc og klipper
SLOT	28	0252	Start-stop logik
SLOT	29	0253	Mikrotem, kPo->SpH
SLOT	30	0259	Prim.Sp test fl-fl stop
SLOT	31-32	0203-1	Afkodning af FL
SLOT	33	0214-5	FL.startkredse
SLOT	34	0234  	Tidsgenerator for FL
SLOT	35-36	0221  	Styrekredse til FL
SLOT	39	0225	FL konstantstrømsgenerator
SLOT	42	0225	FL konstantstrømsgenerator
SLOT	43	0203	Afkodning af FL
SLOT	44-47	0207	Matrix drivtrin
SLOT	48	0222-6	SpH, MQ primær
COL	B 2
SLOT	26-28	0211	Gm
SLOT	29-47	0205	Li-H
SLOT	48	0205-3	Li-H
SLOT	49-50	0205-1	Li-H
COL	B 3
SLOT	26	0210	Gs
SLOT	27	0214-1	Sp.H og MQ
SLOT	28	0208	Ad-Sub.SA
SLOT	29	0201-2	Adder
SLOT	30-33	0201	Adder
SLOT	34   	0201-1	Adder
SLOT	35-38	0201	Adder
SLOT	39   	0201-1	Adder
SLOT	40-43	0201	Adder
SLOT	44   	0201-1	Adder
SLOT	45-48	0201	Adder
SLOT	49	0219	Sp add og Mente til 39
SLOT	50	0213	Ind- og udg.
COL	B 4
SLOT	26-28	0210	Gs
SLOT	29-47	0202-22	AC-MD-MQ
SLOT	48	0202-23	AC-MD-MQ
SLOT	49	0202-18	MD40 og 41
SLOT	50	0214	Standard forstærker
COL	B 5
SLOT	26-28	0211	Gm
SLOT	29-49	0224	O-OR-TI
SLOT	50	0224-2	O-OR-TI
COL	B 6
SLOT	26	1000-10	Co-,Co'- og Opt fl-fl AOK, Gm* MD, Adr.00
SLOT	27-31	0276	Kobling Ye til MD
SLOT	36	0200-14	Standardinvertere
SLOT	37	0200-8	Standardinvertere
SLOT	38-39	0222-3	Afkodning af OR 28-29 og OR 30-31
SLOT	40	0260	Halvordsforskydning
SLOT	42-47	0276	Kobling af YE til MD
# Gier Teknisk Beskrivelse Ex. 22 bind 6
COL	C 1
SLOT	1-2	0204	Registervalg til KB
SLOT	3-5	0210	Gs
SLOT	6-15	0216-1	In og TK
SLOT	16-17	0200-6	Inverter til indikator
SLOT	18-20	0231	Styring af Indikator
SLOT	21-25	0233	Indikator operationer
COL	C 2
SLOT	1	0200-1	Til og Fra HK, inv. for BY8-9, Gatekreds for HK
SLOT	2	0216-8	BY0 og BY1 YE registre
SLOT	3	0202-20	Z forstærker til strimmellæser
SLOT	4	0200-268 Z forstærker til perforator og skrivemaskine
SLOT	5	0200-10	Forstærker til BS
SLOT	6	0222-78	Afkodning af indlæsning
SLOT	7	0216A-1	Zlæser, Zhk, Sigma jLY
SLOT	8	0216-4	BL - jSY - BY
SLOT	9-15	0216-7	BL-BS-BY
SLOT	16	0272-1	Klarsignal fra strimmellæser
SLOT	17	0200-1	Ostill og Istillingsforst. til strimmellæser
SLOT	18	0251	Paritetscheck for indlæsning
SLOT	19	0216-00	BS YE register og forstærker for BS samt F-FL med gates
SLOT	20	0200-9	KE logik
SLOT	21	0200-5	Ka og Kb fl-fl AC*
SLOT	22	0214-8	Standard forstærkere
SLOT	23	0222-2	Afkodning af IO
SLOT	24-25	0222-1	Afkodning af IA
COL	C 3
SLOT	1-5	0246	Adder, tromle
SLOT	6-15	0212-2	TkT-TOT-TBA
SLOT	16-19	0240	Afkodning af Tk-x
SLOT	20	0240-1	Afkodning af Tk-x
SLOT	21-24	0265	Y afkodning
SLOT	25	0266	TAD<->AD1 fl-fl, skift, TR synk TkT-TP
COL	C 4
SLOT	1-16	0222	Ordre afkodning
SLOT	17-24	0241	Kanalvalg
SLOT	25	0239	Skr fl-fl og skr forstærker
COL	C 5
SLOT	1-20	0223	Betingelsesafkodning
SLOT	21	0200-4	Kanalblokering
SLOT	22-24	0257	Læseforstærker
SLOT	25	0257-1	Læseforstærker
COL	C 6
SLOT	1	0209-2	Mode 1 og 2
SLOT	2	0209-3	Mode 3 og 4
SLOT	3	0200-7	Mode betingelse og h
SLOT	4	0223-1	Betingelsesafkodning
SLOT	5	0209-4	b+c
SLOT	6	0222-5	Mode 2 Holdekreds
SLOT	7	0209-6	Mode 5 og HP fl-fl
SLOT	21	0205-4	Linie 42, blok Gm-Tk
SLOT	22	0264	Læs-Skriv
SLOT	23	0263	Paritetsfejl
SLOT	24	0261	TOT-NP-ETP, SL og blok skriv
SLOT	25	0262	TI42 og Skr TP
COL	D 1
SLOT	1	0270	FB forstærker
SLOT	2	0200-13	Stop spole og klar spole forstærker
SLOT	3	0269	Styrekreds for perforator
SLOT	4	0202-19	Z fl-f for perforator og skrivemaskine
SLOT	5	0202-4	FB-BLs-GP fl-fl
SLOT	6	0214-6	Magnetspole forstærker
SLOT	7	0251-1	Paritetsbit til perforator
SLOT	8	0200-11	Drivtrin for perforator
SLOT	9	0200-12	Drivtrin til skrivemaskeineafkodning
SLOT	10	0203-3	Skrivemaskineafkodning BS 4, 5 og 6
SLOT	11	0203-4	Skrivemaskineafkodning BS 7, 8 og 9
SLOT	12-15	0271	Drivtrin for skrivemaskine
SLOT	16	0272-2	Styrekredse for skrivemaskine 1
SLOT	17	0212-4	Styrekredse for skrivemaskine 2
SLOT	18	0202-7	Upper case lower case
SLOT	19	0200-15	Styring af tastaturinput
SLOT	20	0273	Afkodning af tastatur
SLOT	21	0273-1	Afkodning af tastatur ind
SLOT	22	0273-2	Afkodning af tastatur ind
SLOT	23	0200-25	Forstærkere og Za til Printer
SLOT	24	1000-00	
end
plade	0200-1	Til og fra HK invertere for BY8,9 gatekreds for HK
image	0200-1.png
15	out	til gate HK
3	in	OP LY 59 valgt
12	out	til krydsfelt
4	in	^BY8,9=1,0
11	out	z til HK
10	out	til z HK fl.fl
6	in	j fra HK
7	-31.5V
7N	-13.5V
14	-3.0V
9	STEL
8	+10.5V
end

plade	0200-2		0&1-stillingsforstærker til strimmellæser
image	0200-2.png
8N	-13.5V
8	STEL
9	STEL
9N	STEL
2N	+10.5V
3	in	rc2000.8
4	in	rc2000.4
5	in	rc2000.2
6	in	rc2000.1
3N	in	rc2000.el
4N	in	rc2000.x
5N	in	rc2000.o
6N	in	rc2000.ch
13	out	_BL6
12	out	_BL???
11	out	_BL8
10	out	_BL9
13N	out	_BL3
12N	out	_BL4
11N	out	_BL5
10N	out	_BL2
14N	out	Til 1N
1N	in	Til 14N
15N	out	Til Paritetscheck
1	in	Nul stilling
15	out	_Nul til BL
2	in	rc2000.j
14	out	_j
end

plade	0200-4	Kanalblokering
6N	out	TKT-NP
8	in	TkT=1 eller 0
4	in	Skriv
3	in	KPIIb
2	in	KPIb
15N	out	blok skriv
1N	out	Kanal Blok. Omskifter
15	out	Kanal Blok. Omskifter
10	in	reserve
11	in	reserve
12	in	reserve
13	in	x1
14	in	x0
5N	in	x0
11N	in	Y0e
7N	-13.5V
5	-7.5V
6	-1.5V
9N	-1.5V
9	STEL
8N	+10.5V
end

plade	0200-5	Ka & Kb fl.fl. med invertere AC* (borgerlig/akademisk nul) 
image	0200-5.png
7	-13.5V
7N	-13.5V
14N	-7.5V
9	-1.5V
9N	STEL
8N	+10.5V
11	out	Ka'
13	out	Kb'
5	inout	
3	inout	
10N	out	_Ka
5N	in
12N	out	_Kb
3N	in
6N	in
4N	in
11N	out	Ka
13N	out	Kb
6	in
4	in
10	out	_Ka'
12	out	_Kb'
15N	out	AC*
1	+1.5V
1N	out
2N	in	W
14	out	_AC*
end

plade	0200-6	Invertere til indikator 
image	0200-6.png
7	-13.5V
7N	-13.5V
9	-1.5V
9N	-1.5V
6	in	ind[0]
5	in	ind[1]
4	in	ind[2]
3	in	ind[3]
2	in	ind[4]
1	in	ind[5]
6N	in	ind[6]
5N	in	ind[7]
4N	in	ind[8]
3N	in	ind[9]
2N	in	ind[10]
1N	in	ind[11]
10	out	ud[0]
11	out	ud[1]
12	out	ud[2]
13	out	ud[3]
14	out	ud[4]
15	out	ud[5]
10N	out	ud[6]
11N	out	ud[7]
12N	out	ud[8]
13N	out	ud[9]
14N	out	ud[10]
15N	out	ud[11]
end

plade	0200-7	Mode betingelse og h. 
image	0200-7.png
7	-13.5V
15N	-13.5V
9	STEL
8N	STEL
8	+10.5V
7N	+10.5V
4	in	sæt h=1
10	out	h
5	out	h
12	out	^h
13	out	h
2	out	DM160
1N	in	reset
6	out	^h
11	out	h
3	in	set h=0
9N	-7.5V
10N	out	bet[0]
6N	in	mode[0]
11N	out	bet[1]
5N	in	mode[1]
12N	out	bet[2]
4N	in	mode[2]
13N	out	bet[3]
3N	in	mode[3]
15	out	bet[4]
1	in	mode[4]
2N	in	mode 1 ind
14N	out	mode 1 ud
end

plade	0200-8		Invertere
image	0200-8.png
7	-4.5V
7N	-4.5V
9	STEL
9N	STEL
8	+4.5V
8N	+4.5V
1	in	ind[0]
2	in	ind[1]
3	in	ind[2]
4	in	ind[3]
5	in	ind[4]
6	in	ind[5]
1N	in	ind[6]
2N	in	ind[7]
3N	in	ind[8]
4N	in	ind[9]
5N	in	ind[10]
6N	in	ind[11]
15	out	ud[0]
14	out	ud[1]
13	out	ud[2]
12	out	ud[3]
11	out	ud[4]
10	out	ud[5]
15N	out	ud[6]
14N	out	ud[7]
13N	out	ud[8]
12N	out	ud[9]
11N	out	ud[10]
10N	out	ud[11]
end

plade	0200-9	KE Logik
image	0200-9a.png	0200-9b.png
7	-7.5V
7N	-7.5V
9	STEL
9N	STEL
8	+4.5V
8N	+4.5V
14N	in	OR20
12N	in	^OR22
4N	in	^OR23
13N	out
2N	in	^TD*O
3N	in	^OR27
1N	in
15N	out	^q
1	in	^q
15	out	q
6N	in	I
5N	in	K
10N	out	^I*K
11N	out	I*K
11	+1.5V
5	in	^B1
3	in	B0
4	in	B1
10	out	^B
12	out	^B
13	out	^B
2	in	^B
14	out	B
end

plade	0200-10	Forstærker for BS
image	0200-10.png
9	-7.5V
9N	-7.5V
7	+4.5V
7N	+4.5V
1	in	BSg
2	in	Tastaturlampe ind''
3	in
4	in	^Z læser
5	in	^Z' læser
6	in	^Z læser
1N	in	BS3
2N	in	BS4
3N	in	BS5
4N	in	BS6
5N	in	BS7
6N	in	BS8
15	out	1
14	out	Tasturlampe ud'
13	out
12	out	Start (kun på GIER 0)
11	out	Startsignal
10	out	blok display
15N	out	EL
14N	out	X
13N	out	0
12N	out	8
11N	out	4
10N	out	2
end

plade	0200-11		Forstærker for perforrator
image	0200-11.png
end

plade	0200-12		Forstærker for skrivemask.afkodn.
image	0200-12.png
end

plade	0200-13		Stop spole&klar spole forstærker for perforrator
image	0200-13.png
end


plade	0200-14		Invertere
image	0200-14.png
7	-4.5V
7N	-4.5V
9	STEL
9N	STEL
8	+4.5V
8N	+4.5V
1	in
2	in
3	in
4	in
5	in
6	in
1N	in
2N	in
3N	in
4N	in
5N	in
6N	in
15	out
14	out
13	out
12	out
11	out
10	out
15N	out
14N	out
13N	out
12N	out
11N	out
10N	out
end

plade	0200-15		Styring af tastaturinput
image	0200-15.png
end

plade	0200-16 	Styring af tastaturinput?Inverter
image	0200-16.png
8	+4.5V
8N	+4.5V
9	STEL
9N	STEL
7	-4.5V
7N	-7.5V
15N	-31.5V
end

plade	0200-25	Forstærkere og Za til printer
image	0200-25.png
end

plade	0200-37	Z forstærker til perforrator & skrivem. stop-betingelse
image	0200-37.png
end

plade	0201	Adder
image	0201a.png	0201b.png
1	in	_H
2	-4.5V
3	in	Mi
4	in	_Sp
5	-31.5V
6	-3.0V
8	out	Linie
11	-1.5V
12	-3.0V
14	in	_GsA
15	in	_SA
1N	-31.5V
2N	-7.5V
3N	+10.5V
4N	-13.5V
5N	in	_Mi
7N	out	_Mu
